object_id,time,feature1,feature2
16,7,0.666792431919408,0.447813785760195
17,7,0.6309900180392704,0.4269169876228621
18,7,0.671113384279165,0.3309819631659566
19,7,0.7348390747508955,0.4303021730445748
20,7,0.7552441428581625,0.5053706285184598
21,7,0.609607646475015,0.4728212825712588
22,7,0.6918577196753236,0.5048485294352367
23,7,0.6231015248464544,0.4977555910021642
24,7,0.6859209522468684,0.3485395838628308
25,7,0.6924303325438086,0.5054250612747939
26,7,0.6146871012744026,0.40574591566814583
27,7,0.616020886532312,0.3314114968780323
28,7,0.7653385992712339,0.4401485852299616
29,7,0.714137972120973,0.5098566398990785
30,7,0.6169970801792953,0.5188679759441424
31,7,0.7506181380256577,0.5001786882829038
32,7,0.7630427512835602,0.4087604017505044
33,7,0.6046382553038745,0.5295069048684432
34,7,0.7265811228277436,0.47233549608752695
35,7,0.7391277870828075,0.38975002879187115
16,8,0.7313810022997919,0.4201521133878565
17,8,0.6453569344764023,0.4299073931164497
18,8,0.6935505768709481,0.3903862851453886
19,8,0.749887760804836,0.5117789233448611
20,8,0.7196102362270829,0.33463913008687957
21,8,0.7088888903969317,0.4561724884880951
22,8,0.7630986667632702,0.39068594036062937
23,8,0.6468800592765963,0.40474920690537364
24,8,0.6321224816606225,0.48587001119920226
25,8,0.605421299549326,0.44295807480755256
26,8,0.7666435090560443,0.3364798311269083
27,8,0.6328934049905108,0.5283882900500332
28,8,0.6615101086566914,0.4835762178834067
29,8,0.605682793510035,0.42339215951290743
30,8,0.6085845731260304,0.3790917772585265
31,8,0.6034568684423649,0.46587398154933635
32,8,0.6908147614766016,0.40040056738578
33,8,0.6840945834386741,0.4660440289324623
34,8,0.6517757416027978,0.3609189874765587
35,8,0.6083749341083685,0.46076289100319967
36,1,0.4828983648059721,0.6778480459963333
37,1,0.45304798292162063,0.8238755839015381
38,1,0.44467532303500457,0.7832258500105878
39,1,0.4201051448587081,0.7404148796594547
40,1,0.5057483685980937,0.7695854612125695
41,1,0.4694738355577754,0.6889334390006984
42,1,0.36129089162853856,0.7264470858359382
43,1,0.4945487912234716,0.7019413094013143
44,1,0.4953049547035109,0.7241937928752066
45,1,0.3639714958633712,0.7461857890948589
36,2,0.4598338317232807,0.6943459831007532
37,2,0.3898206219151743,0.8271115614915346
38,2,0.46712690208799257,0.7748881175621329
39,2,0.3584391232773262,0.776659967558633
40,2,0.38229969858628066,0.7266218715315481
41,2,0.4287429572941019,0.7077828443766936
42,2,0.5081429272314966,0.6705250145548639
43,2,0.5390098282314686,0.799990185018581
44,2,0.4482824620871149,0.8052486676776116
45,2,0.45994932329425464,0.8136663473496795
36,3,0.4477007494612829,0.825522506205328
37,3,0.4987971677027713,0.7616485801536461
38,3,0.5488277658531422,0.7690993879531977
39,3,0.39898914972673893,0.7594604214645613
40,3,0.3839437357325465,0.7109495671002414
41,3,0.49066778206822925,0.6681534750551547
42,3,0.4346507261696285,0.675874015144856
43,3,0.43276215671008,0.6762535988145706
44,3,0.490602575022166,0.7969278686650111
45,3,0.4462461916164269,0.7724596445716573
36,4,0.5009667916924859,0.7915424248551958
37,4,0.5104282536667222,0.7614650175728319
38,4,0.49774011679356217,0.7758754162259683
39,4,0.4545871298038658,0.789208120683361
40,4,0.3878423811175671,0.7739786976479657
41,4,0.47767011923124675,0.738143782620152
42,4,0.47086885050306004,0.8136597595029097
43,4,0.507900111226058,0.768129448465072
44,4,0.5301535436038348,0.8042663188666713
45,4,0.41552316146372115,0.8021494771399061
36,5,0.5272222353804787,0.7464692669220409
37,5,0.5350755820069001,0.6650922164321724
38,5,0.510404554708965,0.6785271459452408
39,5,0.4299358002293972,0.7315977563066183
40,5,0.4343506330301202,0.7333646102655932
41,5,0.36853623128924995,0.6417994459107701
42,5,0.4948633180040742,0.6840726710078572
43,5,0.4055090378506604,0.770052530677136
44,5,0.5013280902599602,0.7369949393990427
45,5,0.5135475235214193,0.700130353824066
36,6,0.5280083247524319,0.7576467394717356
37,6,0.5193452625125164,0.7927811061264711
38,6,0.4901904464833721,0.8148311752289357
39,6,0.5008448060895407,0.7200420675377195
40,6,0.37368116664150364,0.7106691824759529
41,6,0.4727512845678026,0.6345917558125893
42,6,0.4693000557065809,0.7115894532831905
43,6,0.44512005517099806,0.6432464366730226
44,6,0.36564727029593186,0.7596894753822606
45,6,0.4038521286364633,0.6608678472618271
36,7,0.5233478916973624,0.6414288858201332
37,7,0.490619606876664,0.7946099381440407
38,7,0.5293074951193508,0.7618520232678517
39,7,0.3607269198200462,0.7175174520752543
40,7,0.5249024935520239,0.7121056806292991
41,7,0.45707081751604295,0.7785600569871536
42,7,0.46540761095493505,0.7021163694443012
43,7,0.46843993385947436,0.7228940441073897
44,7,0.4165452336621441,0.6439616189672828
45,7,0.40208116576859165,0.8290184513927084
36,8,0.40854586460079145,0.6996752052053087
37,8,0.5462168165426671,0.6505530985327369
38,8,0.4005561465423483,0.7053256698151104
39,8,0.442817870420074,0.7109897961715631
40,8,0.40490406917933897,0.6600779028670711
41,8,0.4610832610986848,0.6637960866794373
42,8,0.35072985357653347,0.7818281695289138
43,8,0.5027271269669337,0.7022346401663574
44,8,0.5263803754258651,0.6618577562473662
45,8,0.530194782001819,0.7662820903051816
46,1,0.6702376837187322,0.05003178904649341
46,2,0.7617523490235757,0.1690660533744851
46,3,0.53568355690545,0.5502273004595917
46,4,0.06048194747314817,0.2952758249089018
46,5,0.9194761772533087,0.758886190987896
46,6,0.3078588981898869,0.9771517087211744
46,7,0.07205402999519439,0.6525757385032559
47,1,0.8035949942072589,0.8476235722752982
47,2,0.6468396415641562,0.7394080278598361
47,3,0.2463119062984822,0.7825810949604604
47,4,0.6806227508015943,0.5739940078733203
47,5,0.26689017977346896,0.672098102341149
47,6,0.04963821802766111,0.5022268476356928
47,7,0.657436152701998,0.3385054205909317
48,1,0.5999163068580698,0.05590607504462897
48,2,0.33451841382908476,0.4909128642240288
48,3,0.8283100275383884,0.5366406402555322
48,4,0.929830215879923,0.37323653885580466
48,5,0.8921810655468647,0.5818882185785339
48,6,0.47029020588227133,0.18254755301498482
48,7,0.8264006660920508,0.7952419536471832
49,1,0.3874739739025084,0.32126466691463207
49,2,0.27388613749741675,0.340157695958205
49,3,0.09098876347239093,0.8545820285172337
49,4,0.4362446757747276,0.17759106714603912
49,5,0.6816018206195658,0.1754029748521606
49,6,0.8796831284592564,0.004382763075076457
49,7,0.5532238877365364,0.6405240234880739
50,1,0.34261202494648735,0.19312981444608457
50,2,0.8993082864359172,0.5919223555962168
50,3,0.6952708149120693,0.1660636835879209
50,4,0.009576703171974343,0.9070521255950732
50,5,0.18807976281421657,0.05490486021901475
50,6,0.7773248961497485,0.5664818743937239
50,7,0.017148463873168263,0.557547012677294
